,sigma,alpha,phi,LV,LJV
2008-03-11,0.2949908319319473,14.211643380470308,93.0390110116861,0.014207985745465593,0.11919725561213897
2008-03-12,0.27583644567487053,15.119590553356986,97.69992476508361,0.012557148994640032,0.11205868549398584
2008-03-13,0.28701263292908036,14.905089621632465,100.34385072841604,0.01259720726208533,0.1122372810704417
2008-03-14,0.30348746293798695,14.174730096452539,97.14419347207841,0.013970116344227606,0.11819524670741885
2008-03-17,0.34689181132842295,12.092664752356791,80.19923586358517,0.01984835418700946,0.14088418714323286
2008-03-18,0.306179390391588,13.750703688185766,90.29400697248457,0.015055592046040473,0.12270123082528746
2008-03-19,0.299656763235882,14.114698824158767,93.25028621020111,0.01420525551315806,0.1191858024814955
2008-03-20,0.3005068902829147,14.143229990768047,93.61406167758692,0.013995168328336392,0.11830117636074627
2008-03-25,0.2766590905185007,15.083713687492345,96.70863623080206,0.012499330911474725,0.11180040658009578
2008-03-26,0.2689479939726271,15.598316774813352,100.45744142348845,0.01158221761302464,0.10762071182177081
2008-03-27,0.253963369690355,16.508050972229395,106.0906222659163,0.010336026449938675,0.10166625029939225
2008-03-28,0.2519620482691902,16.967798192498975,112.51413153411772,0.009590663334448867,0.09793193214906395
2008-03-31,0.26106967349161214,15.99593660092696,103.5480729132564,0.01120099020263092,0.10583473060688027
2008-04-01,0.23361149078867718,17.37130522020797,107.83695165072436,0.009788085261331117,0.09893475254596393
2008-04-02,0.2295171045021788,17.421322612465886,105.22656406146453,0.009816936641235506,0.09908045539477252
2008-04-03,0.2341422116751461,17.236679815608646,106.03404404363046,0.009985791850906327,0.09992893400265174
2008-04-04,0.22171898219824573,18.023264682749446,108.38157017819236,0.009144815713949907,0.09562852981171417
2008-04-07,0.21615410426439044,18.137412813413434,105.17182846155909,0.009111594289968527,0.09545467138892956
2008-04-08,0.21988618420468303,18.078920054189606,107.11048793116049,0.009067123702572096,0.09522144560219666
2008-04-09,0.21698970077974486,18.358207470706493,108.85502849640493,0.008757121139676334,0.0935794910206095
2008-04-10,0.21834790104822113,18.664079929163968,115.28599261147608,0.008349608039566612,0.09137618967524642
2008-04-11,0.2263298958764365,18.25401479150535,114.92392569580085,0.008597372865829534,0.09272201931488298
2008-04-14,0.23764293594184907,17.3747192166143,109.16142058894525,0.009484124476986764,0.0973864696813
2008-04-15,0.22837052570654354,17.936091313399043,110.96039890131678,0.008941112862601202,0.09455745799566104
2008-04-16,0.21190470371689615,19.00792765766757,113.26871293071002,0.007992758000953244,0.08940222592840316
2008-04-17,0.21362785055396064,19.127787481882784,116.52940738880015,0.007788487950207245,0.08825241044984122
2008-04-18,0.19721818818399023,20.486683043834276,121.60020216585235,0.0068019096743439965,0.08247369080103058
2008-04-21,0.20251722477841158,20.294621689550308,123.98158176975701,0.006838009663406427,0.08269225878766662
2008-04-22,0.2059831158071604,20.102427723723252,124.06937150462679,0.006909850336839969,0.08312550954334036
2008-04-23,0.19571597714918085,21.22516857975879,130.34094282159975,0.006116808630447989,0.07821002896334964
2008-04-24,0.19392831229103208,21.141730840680015,127.18469600509302,0.006242897810915025,0.07901201054849209
2008-04-25,0.18914182419193254,21.703325028099627,130.72112734256987,0.005913009498740032,0.07689609547135688
2008-04-28,0.19756050853933044,20.244948691337722,118.17115258534852,0.007020444515103639,0.0837880929196007
2008-04-29,0.20286188106117398,19.539665389616427,114.00208044259689,0.007696685002252249,0.08773075288775452
2008-04-30,0.20062428601112475,19.88648630079973,117.51564156073387,0.007409900200970439,0.08608077718614324
2008-05-01,0.19791758137286958,19.90325887062024,115.54480885474614,0.007490939970463259,0.08655021646687695
2008-05-02,0.18358046520048207,20.44343355096673,109.05075236796918,0.007283948965251277,0.08534605418677114
2008-05-06,0.1884014237819471,20.303255782349225,111.2558072943663,0.007271439911722018,0.085272738385266
2008-05-07,0.1824869144517454,20.835377372375003,112.6332109855558,0.006904585756704958,0.08309383705609555
2008-05-08,0.18204448712779348,20.763787345111275,111.4650474388298,0.00699474642632353,0.08363460065262182
2008-05-09,0.1901372928124848,20.181617052485358,111.23181882446804,0.007349341991107454,0.08572830332572466
2008-05-12,0.19337953263913904,19.732657167046842,108.3958864605508,0.007759349722264024,0.0880871711559863
2008-05-13,0.19499693798519957,19.858108234947053,111.24426181326164,0.007557005355495194,0.08693103792947139
2008-05-14,0.18824604680930823,20.66375468454632,116.07089964356807,0.006925307660347284,0.08321843341680546
2008-05-15,0.18154344620246915,15.969101758399646,54.179716370786444,0.01212344468644358,0.11010651518617588
2008-05-16,0.17657616995921122,20.911784234309106,106.44837186888167,0.0068811881377264916,0.08295292724025169
2008-05-19,0.16581697156078495,22.61433378890737,117.22379483906822,0.005795221517624023,0.07612635232049426
2008-05-20,0.19150510566121962,19.5575653699845,103.284352043681,0.007914603200187833,0.08896405566400305
2008-05-21,0.19621120944797368,19.115288457827347,101.64506234363833,0.008316641258580202,0.0911956208300607
2008-05-22,0.19751359617055755,19.32619112296914,105.77383297019018,0.008053367698991662,0.08974055771495774
2008-05-23,0.21109996643106269,18.486644150374953,105.21299246782638,0.008700918956518736,0.0932787165248254
2008-05-27,0.22104091629827435,17.872405590415752,103.5589318440527,0.00920980764056269,0.09596774270848872
2008-05-28,0.21776875611290608,18.16171664812277,105.377669511764,0.008906616836029044,0.09437487396563263
2008-05-29,0.2090119307856244,18.860484729277694,109.06216884701433,0.008295262674705537,0.09107833263024492
2008-05-30,0.20630368434686314,19.185970023475676,111.5348013563116,0.007981623996661249,0.08933993506076243
2008-06-02,0.2187435191537836,18.11408365817987,107.47689400630333,0.009115976100914986,0.09547762094289418
2008-06-03,0.21047983404562357,18.42218529450304,104.84070761913841,0.008892910757102917,0.09430223092325503
2008-06-04,0.2181614123791937,18.05070948526203,104.86275586538852,0.009120492332908745,0.09550126875025663
2008-06-05,0.2128873644586543,18.28242117105417,105.19990409301784,0.00905070392664063,0.09513518763654503
2008-06-06,0.23141258008943316,17.229448456350493,104.07726052020146,0.010106775010889342,0.10053245749950282
2008-06-09,0.23914193331704872,16.77910420598772,102.29834383011435,0.010591647985532486,0.10291573244908908
2008-06-10,0.23491938400519025,17.183376156770688,106.13692182586863,0.010083453399079447,0.10041640005038742
2008-06-11,0.24413789474818867,16.79789513330376,105.98762002004541,0.010365559081248274,0.10181138974224974
2008-06-12,0.23300578951403975,17.438962044736467,107.83527149188428,0.009643712818523362,0.09820240739678107
2008-06-13,0.22227951977147664,18.184152646413754,110.78378823503157,0.008852844654424362,0.0940895565640755
2008-06-16,0.22523635364132827,17.86037660784451,107.7633346624401,0.009194320747274835,0.0958870207445973
2008-06-17,0.21687373481054176,18.630538417811717,112.68866272720587,0.008380730293691224,0.09154632867401742
2008-06-18,0.23508002855375207,17.554002170839798,110.29735692239788,0.009305749323130528,0.09646631185616318
2008-06-19,0.2312063330663758,17.93481396148908,113.04265799560939,0.008833569312568023,0.09398706992223996
2008-06-20,0.23924876485518798,17.291575965791555,105.33761439988606,0.009239162892486934,0.09612056435792984
2008-06-23,0.23424814920600287,17.29842626473414,104.72423108214508,0.009661374755830418,0.09829229245383596
2008-06-24,0.23006341728628318,18.115080988269007,113.34952572679266,0.008485823911592447,0.09211853185756082
2008-06-25,0.22042748751871113,18.915553252307806,118.91936382859579,0.007810632323843848,0.08837778184500812
2008-06-26,0.24459517251785873,17.661950596323493,118.32533354500373,0.008696954576711012,0.09325746391957596
2008-06-27,0.24299209337721867,17.558082336331314,115.54021475214869,0.00893684527108351,0.09453488917369877
2008-06-30,0.2311477708448041,18.05004871220464,115.57951753829676,0.00872188652456136,0.093391040922357
2008-07-01,0.24777877225425426,16.93573357425859,109.96211439121714,0.009898247303475657,0.09948993568937341
2008-07-02,0.2547542745495938,16.66547021161296,110.35484915200999,0.010112130215271131,0.10055908817839952
2008-07-03,0.24981487588518542,16.708794753444483,108.11833309052237,0.010273717480947098,0.1013593482661915
2008-07-04,0.2600078464040988,16.103432821286344,103.66885011593682,0.010917084395549302,0.10448485246938573
2008-07-07,0.2476348666983178,17.115660259742267,112.48770408564471,0.00955773195899187,0.09776365356814296
2008-07-08,0.2555890481643667,16.330724040794255,104.5382353937029,0.010640520678104136,0.10315289951380008
2008-07-09,0.2391446285660537,17.552881493192867,110.75502828756117,0.0089470719119419,0.09458896294992297
2008-07-10,0.26320342100245775,16.041089462422406,104.76220020988677,0.010922670492118852,0.10451158066032133
2008-07-11,0.2837489643479068,14.858828048402263,96.72339768713321,0.012734572842813425,0.11284756462951881
2008-07-14,0.2858759433682354,15.007294224628332,101.22122441639715,0.012354819121546783,0.11115223399260486
2008-07-15,0.29465974616943263,14.562815337805477,97.88166714369581,0.01306794554653712,0.11431511512716558
2008-07-16,0.2858671500167282,15.14005629147194,102.79179325010155,0.01193458814814985,0.1092455406327867
2008-07-17,0.2667928976212824,16.0810301413042,106.50498859309819,0.010565222944304897,0.1027872703417349
2008-07-18,0.23931943319672738,17.840044155099942,116.9295064366114,0.008606198665595257,0.09276959989994167
2008-07-21,0.23748947905745177,17.874284714931356,115.46854121460751,0.008579365464736517,0.09262486418201388
2008-07-22,0.23781621343530135,18.106060453325636,119.96249399457088,0.008256612860902022,0.09086590593232437
2008-07-23,0.22302829575760366,19.235628961157776,126.07773141499004,0.007308489891018508,0.08548970634537534
2008-07-24,0.2301163293942829,18.709414282165845,123.59513403250727,0.007712660699198096,0.08782175527281436
2008-07-25,0.21779248987090996,19.865736324128516,131.79459044560159,0.006779610462180431,0.08233838996592313
2008-07-28,0.23070204633316105,18.43917594417176,120.41269059840958,0.00810406587720966,0.09002258537283662
2008-07-29,0.23248163017730225,17.9989545450791,114.53021724018528,0.008651372937474188,0.09301275685342408
2008-07-30,0.21591389192663613,19.124251008797863,119.18599538485554,0.00776420520935419,0.08811472753946521
2008-07-31,0.21948066210723366,18.870785561025773,118.36771685856579,0.00796422936995348,0.08924253117182121
2008-08-01,0.22622021929924366,18.304365535005733,115.05504325660762,0.008487427439228869,0.09212723505689764
2008-08-04,0.23362894517358593,17.547133122393426,108.24631350932505,0.009295867441788066,0.09641507891293802
2008-08-05,0.21486923406785202,18.862454404708906,113.95674659710265,0.008104692807987585,0.09002606738044035
2008-08-06,0.20953535704681922,19.197089858395234,114.09768967859915,0.007841146869255763,0.08855025053186334
2008-08-07,0.21310668437440017,19.219314360302196,117.76255527941282,0.00771405361867748,0.08782968529305726
2008-08-08,0.20884051632078945,18.229484388897294,97.77772350480464,0.008923739527101408,0.09446554677289179
2008-08-11,0.20915507970423278,19.30587817309973,114.58748133349853,0.007670390841207749,0.0875807675303645
2008-08-12,0.21342636598321704,18.8448409414133,111.27148384652182,0.008086157592266049,0.08992306485138309
2008-08-13,0.22976446441093396,16.66735360673028,90.1385921239724,0.010621278433418264,0.1030595868098561
2008-08-14,0.21966602233340246,18.49421321627496,111.05219948576836,0.008330738293856327,0.09127287819421674
2008-08-15,0.21530220275915793,19.225341641769088,119.16616820330076,0.007594163524221288,0.0871444979572508
2008-08-18,0.2129031389508169,19.462411067108906,116.75926586751535,0.007153085270725631,0.08457591424705754
2008-08-19,0.22946516460595875,18.730074999274365,123.38999994507205,0.007710070694619638,0.08780700823180139
2008-08-20,0.2162984511902231,19.752453911957833,127.68349217475404,0.006911134706481783,0.08313323466870384
2008-08-21,0.21423203241898356,19.77936378114659,125.62292152587972,0.006920665636653758,0.08319053814379228
2008-08-22,0.1944464566079057,22.013158171086477,141.47150506947742,0.005504942861291702,0.07419530215109109
2008-08-26,0.2049290834154151,21.10683020090346,134.62142678317625,0.005778206771206334,0.07601451684518118
2008-08-27,0.19995373423420354,21.503609908519948,137.96294534485708,0.00569024561354636,0.07543371668919913
2008-08-28,0.1973641841622745,21.76191815216321,139.52759432146652,0.005568566366376808,0.07462282738128333
2008-08-29,0.19218485045550068,22.29786034448793,141.87659208051073,0.005295667106612462,0.07277133437427448
2008-09-01,0.20691527172297317,20.129122639530433,124.90254454966892,0.006826278121742058,0.0826212933918494
2008-09-02,0.2088964523638979,19.93163172972544,117.78275020433776,0.006636013257315059,0.0814617287891379
2008-09-03,0.22446187096647247,18.598108602822915,117.83858326767256,0.008117490920772184,0.09009711938109999
2008-09-04,0.24775303382733221,17.433915424280617,117.8817829903046,0.009012871289796161,0.09493614322162114
2008-09-05,0.26559300078614906,15.81828025455576,101.68122674198567,0.011198920240075343,0.10582495093348894
2008-09-08,0.25235109189265237,16.702005410130987,107.80803854451267,0.010002977404358892,0.1000148859138423
2008-09-09,0.2585062426532933,16.604706355803785,105.09991996072556,0.009457738310845919,0.09725090390760345
2008-09-10,0.26239010781024424,16.148940255636806,104.88429417749197,0.010617152377634005,0.10303956704894487
2008-09-11,0.269493443929685,15.77247461605295,103.2153626728873,0.011122672304508842,0.1054640806365316
2008-09-12,0.2606904298624159,16.380939786146147,107.78788528439804,0.01024212028457323,0.10120336103397569
2008-09-15,0.3060346218360903,14.442032043909006,95.32992348300701,0.012038721347192303,0.10972110711796661
2008-09-16,0.33128052804284774,13.100552968953956,89.70903377958484,0.01595750116608698,0.1263230033132801
2008-09-17,0.3572998619543536,12.258669130287371,85.738486134661,0.01815265611798892,0.13473179327088658
2008-09-18,0.3618580299008029,11.509315318512636,74.61775953581903,0.02182010838084895,0.14771631047670042
2008-09-19,0.33412998142718725,12.533676015555084,70.93665799824389,0.01583506004294721,0.12583743498238992
2008-09-22,0.3239774909238013,12.93664781745788,84.06135697764248,0.017030661422462397,0.13050157632175327
2008-09-23,0.3338231155603087,12.934709416749165,87.41539119155148,0.016379427294591603,0.12798213662301314
2008-09-24,0.3407821955472785,12.911691201227438,90.83323135871046,0.016252335415727806,0.12748464776484975
2008-09-25,0.32978935301566925,13.20480305227735,91.38294889437198,0.01572649005223066,0.12540530312642548
2008-09-26,0.38448520443973283,11.50636184742204,81.54633637337804,0.020307611537541764,0.1425047772446305
2008-09-29,0.40940056410684406,11.338555290407003,67.7217179375581,0.015339445682318936,0.12385251584977568
2008-09-30,0.40074270826180736,10.668724966617932,72.84466281805962,0.024976504832783183,0.15803956730130334
2008-10-01,0.40146211155656697,10.409664766841416,68.84184940569563,0.026969689875053656,0.16422451057943105
2008-10-02,0.4012873093223975,10.478847629777698,70.15740494915235,0.026517183129645766,0.1628409749714296
2008-10-03,0.3839125521953167,10.694404769784262,68.63220463987886,0.025936517034653127,0.16104818233886753
2008-10-06,0.4868200274291365,8.687134737354796,59.38492595294399,0.03881439981716186,0.19701370464300666
2008-10-07,0.47439905704021573,8.955370677932635,61.38325607006146,0.03618633259393505,0.19022705536788148
2008-10-08,0.569862387094558,7.2973534139409875,50.04185960837675,0.05763244071732403,0.2400675753143769
2008-10-09,0.5778594544785822,7.382500897082354,51.21200834752626,0.053303873616997406,0.23087631670874648
2008-10-10,0.7708014553725417,5.3627498454349105,38.71073587370558,0.11405604965865224,0.33772185250387965
2008-10-13,0.691867729733534,4.455942749022452,20.04953903191177,0.187786339421479,0.43334321204038606
2008-10-14,0.6068034326831062,6.224692284022555,37.69921940214564,0.08795022326053004,0.29656402893899664
2008-10-15,0.6564529843610318,5.99245117130309,39.32037746586793,0.0937080200031719,0.30611765712413896
2008-10-16,0.8588987434104546,1.3503212580944184,2.1527907924980347,1.558964945136066,1.2485851773651913
2008-10-17,0.7408956947817742,4.974927943337013,30.08327154695499,0.14498697037539782,0.38077154617355247
2008-10-20,0.6192467122960752,6.12836248133756,37.117157041646806,0.08979653645379423,0.2996607022180156
2008-10-21,0.568338014900089,6.746442970313282,40.783733174294085,0.07226437278093674,0.26882033550484374
2008-10-22,0.6300050740114406,6.086175076587172,37.17118782230459,0.0897055350048231,0.2995088229164929
2008-10-23,0.6074527321310431,6.317474839353581,37.60845619646663,0.08099682237697045,0.2845994068457811
2008-10-24,0.6685653819563766,5.825155614561471,37.168163065554175,0.09871793472517104,0.31419410358116373
2008-10-27,0.6626939438702218,5.985288852547637,39.401220846275216,0.09241209298897278,0.3039935739271026
2008-10-28,0.6547326315321278,5.872769541754558,36.54308887976849,0.09753410987484341,0.31230451465651826
2008-10-29,0.65363910423403,5.869740334844155,36.33551014851092,0.09761405634888767,0.3124324828645185
2008-10-30,0.6110887165471974,6.244317801703537,37.912145015859316,0.08564616569566218,0.29265366168162354
2008-10-31,0.5572061964612247,6.985801381557155,43.12704651473402,0.06649004739498951,0.25785664116906026
2008-11-03,0.5022919445146189,7.524131025071091,44.471927994674864,0.058671681249393044,0.2422223797451281
2008-11-04,0.4341846626217348,8.297998703291338,44.6177983207409,0.04861037574929026,0.22047760827188384
2008-11-05,0.4587562097805189,8.089712022538915,45.45957156002544,0.05021255447641306,0.22408157995786504
2008-11-06,0.5589761514837643,7.008873272808017,43.82496007510454,0.06590124340052278,0.2567123748488233
2008-11-07,0.5326153227002134,7.100855680414098,41.6381486570262,0.06524982361990501,0.25544045024213574
2008-11-10,0.5163460167446112,7.438467079537329,43.13549247756249,0.05680173999694046,0.23833115616079334
2008-11-11,0.5920281078548311,6.6385070516506115,41.877965999203646,0.07356589868164239,0.2712303424796761
2008-11-12,0.6302757476486094,6.30259023032054,40.50766513947003,0.0810776243559618,0.2847413288512256
2008-11-13,0.6115332261393964,6.432365003263431,40.432904265929345,0.07791775134490428,0.27913751332435466
2008-11-14,0.5828730602127805,6.638310329765384,40.473120350406816,0.07373053487882943,0.2715336717219974
2008-11-17,0.6483040156414398,6.079817721492422,38.44612108824654,0.08732214609982136,0.2955032082733136
2008-11-18,0.6001850369533562,6.659877990967761,42.58787838242252,0.07117539594654941,0.2667871735045548
2008-11-19,0.6671232840974084,6.013778774584611,39.08264588176844,0.08792547820184357,0.29652230641529076
2008-11-20,0.7232367306755765,5.616885977920318,37.35169223257825,0.10003299449377567,0.3162799305896213
2008-11-21,0.7367408217374087,5.368778271747194,34.69031305893504,0.11348205235953465,0.3368709728657764
2008-11-24,0.6274229806758272,6.339325578674593,40.140035807233424,0.07871300527945066,0.280558381231876
2008-11-25,0.6161267441502036,6.429506861089819,40.20046581256502,0.07629255477108494,0.27621106924068944
2008-11-26,0.5715254312214743,6.963565691486441,43.268151746616525,0.0639205062312078,0.25282505064017646
2008-11-27,0.520020806555555,7.73219963130369,47.77715572415394,0.05029567511721055,0.2242669728631716
2008-11-28,0.5052737715465757,7.91239430631364,48.852505120701856,0.04866371335755519,0.22059853435042398
2008-12-01,0.5687047290648783,7.017956008347012,43.50471555681312,0.06236208200175803,0.2497240116643933
2008-12-02,0.5394643723547171,7.277411951348631,43.797090135065204,0.058550032192322334,0.24197113917226232
2008-12-03,0.5222270260890677,7.354655430578772,43.139763744444686,0.05877246351174643,0.242430327128737
2008-12-04,0.5198465043518284,7.377658507173191,40.87983755232722,0.05535556763247566,0.23527763946553795
2008-12-05,0.5471016216716031,6.382019767632707,31.95851326140169,0.08152775792686594,0.28553066022209583
2008-12-08,0.4997264531082237,7.587750454510159,43.04910239974417,0.054973324107622706,0.23446390789975055
2008-12-09,0.47995184481593745,7.684079098425386,40.57151859972431,0.05300114788263886,0.2302197816927096
2008-12-10,0.462593148801503,8.35941392418104,48.29737713452795,0.044120263826281675,0.21004824166434166
2008-12-11,0.44840651802897485,8.551671286402838,46.53536205235344,0.0404760600249333,0.20118662983641158
2008-12-12,0.4810176213821402,7.992451564864359,45.62752980537509,0.04833002956596625,0.21984091877074716
2008-12-15,0.4838253723984103,7.937202221412468,45.18038824450943,0.04898686938244268,0.221329775182741
2008-12-16,0.470174252026676,8.184589362258466,46.50566706797886,0.045772163103804955,0.21394429906825038
2008-12-17,0.45896396165115166,8.395674064083295,47.581772367526234,0.043255515653269155,0.20797960393574452
2008-12-18,0.42904120664353673,8.939925980120458,47.897393630851305,0.0364442444395216,0.1909037570073507
2008-12-19,0.38252122305038855,10.143519884650383,53.96324068856917,0.027377587115642407,0.16546173912914855
2008-12-22,0.3615820067416204,10.94053074707518,54.85488519607714,0.02119898366819511,0.14559870764603342
2008-12-23,0.35704890944461076,10.856809966846898,56.691711748675566,0.023508803209339495,0.15332580738199128
2008-12-24,0.3570084630475082,11.021949354075705,59.86818202378351,0.022913442705584066,0.15137186893734272
2008-12-29,0.39418173262892237,9.697333518355586,53.55127101985848,0.0321726448526536,0.17936734611587918
2008-12-30,0.3962932834500801,9.512536567531304,51.11113942952979,0.03355609157776177,0.1831832186030199
2008-12-31,0.39416500755131206,9.513954746329766,51.522123603424085,0.034202541460388765,0.18493929128335268
2009-01-02,0.37643396996301093,9.476238781765662,47.823902900579576,0.03570526730473974,0.18895837452925907
2009-01-05,0.37082373363020427,9.683204915493288,48.8311641142086,0.03371229782992936,0.18360908972577952
2009-01-06,0.3591241069318386,9.798375119452777,47.51741881926273,0.032984405525861155,0.18161609379639557
2009-01-07,0.3798252634105068,9.632444960764692,50.128676630442484,0.03381325949056256,0.18388382063292724
2009-01-08,0.3849280281020091,9.646938138387236,51.24761828987529,0.03333826895773722,0.18258770209884678
2009-01-09,0.3913802331583508,9.548209874575774,51.25021461183002,0.03391536833934507,0.18416125634710756
2009-01-12,0.40233860241050745,9.375304224030755,49.553938751893966,0.03393778243434267,0.18422210083033652
2009-01-13,0.4140723262698225,9.066936470066738,49.29099524183873,0.03770875457018059,0.19418742124602353
2009-01-14,0.4940203358629218,7.982123078999219,47.9394208823382,0.04806436395771347,0.21923586375799345
2009-01-15,0.5122954548787458,5.7679242967934545,21.9620161684062,0.10136421574415139,0.31837747367574765
2009-01-16,0.4471914082875601,8.611443761538867,49.2290654863387,0.0415303055550577,0.20378985635957864
2009-01-19,0.46017052728610447,8.395862566851644,48.32672550328688,0.04366461223684911,0.20896079114716498
2009-01-20,0.4859938547726807,8.015505529439539,46.42281878717962,0.04729667534126356,0.2174779881764211
2009-01-21,0.47684537751679135,8.094851041644706,46.20851700628312,0.04668142587091244,0.21605884816621707
2009-01-22,0.46852403435157663,8.291631429385069,47.691825865618675,0.04417429016399405,0.21017680691264212
2009-01-23,0.46046168795141157,8.445628129456562,48.3810540731009,0.04230352750092607,0.20567821348146254
2009-01-26,0.4315112666532901,9.107014038800333,50.78082812073694,0.03456040140893266,0.1859042802329539
2009-01-27,0.41556896985688374,9.522432929941719,55.12422693437033,0.032282532771828604,0.1796734058558155
2009-01-28,0.39674717570109036,10.26312039561146,61.457614225923365,0.02682526675997967,0.16378420790778234
2009-01-29,0.41185734710413613,9.75057632521358,57.38040417955247,0.030214773783890442,0.1738239735591453
2009-01-30,0.41742478917722825,9.151939670338532,49.712275748143256,0.03557774764640444,0.18862064480433852
2009-02-02,0.4619577625820278,8.505076132460495,49.58968257006709,0.041454307240103586,0.20360330851954148
2009-02-03,0.42519883433856037,9.060178580921981,51.07909408627043,0.03696926599847472,0.1922739347869979
2009-02-04,0.4016603750135589,9.6152464068348,53.832254886358605,0.03240983103025355,0.18002730634615835
2009-02-05,0.40367562888426867,9.502758739835071,52.99524275792765,0.03356563406185207,0.18320926303506618
