,sigma,alpha,phi,LV,LJV,LV10,LJV10
2008-02-01,0.23968884528855638,16.406435585246722,98.02319107881578,0.011392061109854091,0.1067335987862027,0.00381708391372354,0.061782553473642865
2008-02-04,0.25824980735130615,15.54271383947999,98.28105302855842,0.012792210042372167,0.11310265267610732,0.004152124817555229,0.06443698330582547
2008-02-05,0.27918908822513433,14.620972761120061,89.03088038060363,0.013357866505141907,0.11557623676665506,0.004221717776137529,0.06497474721872744
2008-02-06,0.287754812843544,14.223473891718458,88.95376296526489,0.014401294715053524,0.1200053945248026,0.004532173311520457,0.06732141792565317
2008-02-07,0.27446068526217404,14.971111587788956,94.27542682548219,0.012960582939172982,0.11384455603661064,0.004053103620367645,0.06366398998152445
2008-02-08,0.28074501310397737,14.48347950802681,92.686531117922,0.0144446997754848,0.12018610475210852,0.004593632458182731,0.06777634143403383
2008-02-11,0.27469344929224276,14.898055127791963,97.29674021427502,0.013711642154733944,0.11709672136628738,0.004315938565335703,0.06569580325512203
2008-02-12,0.2650886133598842,15.348051600701304,96.80733920581943,0.012659549978721195,0.11251466561618177,0.004022101325774606,0.06342003883454035
2008-02-13,0.25165950804492543,15.923448150961242,101.96078950021415,0.01239117012138382,0.11131563287060726,0.00403236397071563,0.06350089740086852
2008-02-14,0.25688371622257616,16.00883234067309,100.8304864384705,0.011313384359679992,0.10636439422889594,0.003533232811534605,0.05944100278035865
2008-02-15,0.2545536242682795,16.208243027474445,103.52905123685457,0.011101010903217357,0.1053613349536601,0.0034486576925999005,0.05872527303129293
2008-02-19,0.25470526104849883,16.3611187177827,99.13325830718385,0.010075580859763658,0.10037719292630004,0.003079648883747837,0.055494584274033774
2008-02-20,0.24371460370765585,17.13495818545405,113.82938154730941,0.010017341835429691,0.10008667161730223,0.003051310059487203,0.055238664533886074
2008-02-21,0.25017215165716583,16.721304231306064,105.0207071514841,0.009901426349390017,0.09950591112788233,0.0030075228855935662,0.054840886987662464
2008-02-22,0.23744630982916376,17.49192693075218,109.45340381157243,0.009181279604830365,0.09581899396690807,0.0028216269585915115,0.053118988681934744
2008-02-25,0.2278555146236998,18.358620608964124,120.02160354892608,0.008550609258527228,0.09246950447865084,0.0025973106221540334,0.05096381679342741
2008-02-26,0.21701045280900708,19.080819984243345,119.85235412720787,0.007805689184141453,0.08834981145504191,0.002410821531397259,0.049100117427530246
2008-02-27,0.22461021115894209,18.69935349613371,122.21197076314928,0.008153749856029511,0.0902981165696689,0.002460312515743759,0.049601537433266715
2008-02-28,0.23387474793419344,18.011614862053595,121.46015035151008,0.008998673119115704,0.09486133627097873,0.002702055766430967,0.05198130208479744
2008-02-29,0.2664563668029681,16.009068789747264,107.60051149702323,0.010985060966388053,0.10480964157169918,0.0032300841731876693,0.0568338294784688
2008-03-03,0.2626040505599951,15.946256812098056,104.07962192693964,0.011283940839756864,0.10622589533516234,0.0034216065683454542,0.05849450032563279
2008-03-04,0.2555321531661843,16.56536047887455,110.46602519376881,0.010387759958705426,0.1019203608642818,0.0030940791568622302,0.05562444747466918
2008-03-05,0.24867088269287135,16.902573807732796,110.86094355908571,0.009995629333720326,0.0999781442802392,0.003012392768531266,0.054885269139644983
2008-03-06,0.27586710212820503,15.325233327799197,101.50313393374992,0.012093868344643207,0.10997212530747602,0.0036097140761342144,0.06008089609962733
2008-03-07,0.27924670797166495,15.22648527283597,101.71586468753458,0.012172673118089263,0.11032983784130775,0.003598762621694671,0.059989687627913776
2008-03-10,0.29443501271641126,14.55007664999646,96.68039410761205,0.012998166769454231,0.11400950297871766,0.0037945113794553118,0.061599605351457504
2008-03-11,0.26857982628994764,15.24831972058929,95.63985691219071,0.012547605501912378,0.11201609483423522,0.003944912179868691,0.06280853588381671
2008-03-12,0.27512423758739163,15.075781154687807,95.67245032889517,0.012579026428274954,0.11215625897949233,0.0038744662497095773,0.06224521065680136
2008-03-13,0.27305217788151154,15.173994219229588,96.95227627229877,0.01253528990047379,0.1119611088747954,0.003867699811212252,0.062190833819882586
2008-03-14,0.3171243887636326,13.19082345420871,85.56127211249353,0.016432901103168203,0.1281908776129105,0.004991577870766946,0.07065109957224265
2008-03-17,0.3237071102011997,12.771665774634746,81.70004684480989,0.017813644860867076,0.13346776712325367,0.005515783142673157,0.07426831856635208
2008-03-18,0.26383418276296045,15.016744760084755,89.53224783166918,0.013332007915829225,0.11546431446914335,0.00441603166080667,0.06645322912249389
2008-03-19,0.30346863513807354,13.366136571483866,81.14261362242537,0.01618707162800299,0.1272284230351182,0.00516784252703917,0.07188770776036171
2008-03-20,0.26601777221954037,15.026261871308222,90.34035151078557,0.013144592525213153,0.11464986927691262,0.004294342919869968,0.0655312362150293
2008-03-24,0.2615523033877053,14.884317986922818,84.63450378312983,0.01348615371840442,0.11612990019114121,0.004588612409074963,0.06773929737659642
2008-03-25,0.25941592128305085,15.044693354425256,86.96455951222059,0.01334086103272782,0.11550264513303503,0.004521891558396797,0.06724501140156641
2008-03-26,0.2606876710985599,15.614982627505267,96.82758366448188,0.012008977094406079,0.10958547848326473,0.003812360303362683,0.061744313935476546
2008-03-27,0.2622373073640988,15.73423161540833,97.21999594500859,0.011393693900606666,0.10674124741919903,0.003539256073723836,0.05949164709204004
2008-03-28,0.2612072393648355,16.113823659891185,102.5728282099759,0.010635410810954057,0.10312812812687941,0.0031978149046568084,0.05654922550006152
2008-03-31,0.25964287562210664,15.665533463152393,97.17589635066133,0.011959032484579427,0.10935736136437925,0.0038012482620927604,0.06165426394088863
2008-04-01,0.2308981693766439,17.546436374781855,105.97691581536472,0.009372085788337974,0.09680953356120446,0.0029976897931593173,0.0547511624822644
2008-04-02,0.23857311318188046,17.064536970347103,103.3513880753103,0.00981817127694278,0.09908668566938134,0.0031162510944815094,0.05582339200085847
2008-04-03,0.23856513939581242,17.263603260333642,106.6573752562525,0.009507403490197032,0.09750591515491269,0.002962138260069192,0.054425529488184056
2008-04-04,0.2309201527652508,17.944923116804517,110.43240437436684,0.008629803363582577,0.09289673494575887,0.0026621048322045897,0.051595589270833894
2008-04-07,0.22757173705096242,18.177197113714367,113.05217418001446,0.008537877528729271,0.09240063597578359,0.0026412288682046265,0.05139288733088098
2008-04-08,0.22924844928467836,17.886854746200008,106.80959524550101,0.00865435554257037,0.09302878878374354,0.0027154135429046985,0.052109630039990674
2008-04-09,0.23477903467431624,17.74428151910138,110.04065844190002,0.00877421880316086,0.09367080016291554,0.0026832276232088867,0.051799880532766546
2008-04-10,0.22469161730050208,18.47359666445446,115.53096705503506,0.008239580124194708,0.09077213297149467,0.0025347376357194125,0.05034617796535713
2008-04-11,0.23899658161484819,17.655591348488915,111.46598003368167,0.008729250908374765,0.09343046028129566,0.0026137793873340764,0.05112513459477712
2008-04-14,0.2438939122425312,17.32689876777864,110.29894888610349,0.009103321368545404,0.09541132725491981,0.0027190393153882597,0.052144408284956686
2008-04-15,0.2320370192595561,18.18499407441768,113.96934653737662,0.00816844092960874,0.09037942757955894,0.002445890221853721,0.04945594222996587
2008-04-16,0.20937146241135235,19.560315246350612,120.95959408574333,0.007518059763665068,0.08670674577946672,0.0023636628741238773,0.04861751612458083
2008-04-17,0.21187104374120033,19.072100887434505,114.26188333663049,0.007919379942745388,0.08899089808932927,0.0025435770085274383,0.05043388750163364
2008-04-18,0.20042640544639023,19.088002941340434,102.86726631275812,0.008088025109603983,0.08993344822480667,0.0028248133035632095,0.05314897274231375
2008-04-21,0.20333184770491963,19.323069112524966,108.5089240144693,0.007734774269191361,0.08794756545346415,0.0025951340736302874,0.05094245845687355
2008-04-22,0.21047186709011392,19.374163640743497,114.31213358723903,0.007390684969059318,0.08596909310362252,0.002339742768429623,0.04837088761258804
2008-04-23,0.19971899200408524,20.455842047988206,122.5708631535439,0.006701323839341169,0.08186161395514487,0.002115113265237513,0.04599036056868344
2008-04-24,0.19797627246921795,20.434845569034643,120.46940507910791,0.0067684330556955115,0.08227048714876746,0.002169843289420719,0.04658157671677419
2008-04-25,0.1949444907288765,20.44823374749628,116.32348836967559,0.006760683657772146,0.08222337658945993,0.0022182090759701113,0.04709786700021681
2008-04-28,0.19788836654705771,20.35602962441408,119.47917788052797,0.006862960704005681,0.08284298826096076,0.0022151635367174552,0.04706552386532477
2008-04-29,0.20345026744742395,19.67423507979317,114.94716577557892,0.007426588613358862,0.08617765727471861,0.0024210857385112416,0.04920452965440521
2008-04-30,0.2084848384568143,19.111721264477584,112.88692310104773,0.008044452323671675,0.08969087090485672,0.002641239643727666,0.05139299216554399
2008-05-01,0.19137027127068335,20.552002721561223,116.04290069947709,0.006858288809112563,0.08281478617440585,0.00229743473608151,0.047931563046509446
2008-05-02,0.18709622671937257,20.79422697646218,115.92680306599378,0.006784700442296337,0.08236929307877018,0.002310720275225424,0.04806995189539328
2008-05-05,0.19087843203314384,20.41161650474427,114.08539377795734,0.007035928301000156,0.08388044051505783,0.002391053197079944,0.04889839667187406
2008-05-06,0.1841581540686179,21.381437807029837,120.07781180765615,0.0062854503994985165,0.07928083248489837,0.0021018333589153553,0.04584575617126797
2008-05-07,0.1987538560239293,19.754717234695004,112.02072606435675,0.007484955792170227,0.0865156390034208,0.0025139286618929817,0.05013909314988636
2008-05-08,0.19186690952573218,20.44192500915198,114.80602794921079,0.006940513771672174,0.0833097459585142,0.002334884043554657,0.048320637863698127
2008-05-09,0.19477922954899607,20.137785291981636,113.20562579189709,0.007157298094129237,0.08460081615521943,0.002407538207594976,0.049066671046597156
2008-05-12,0.18656972226594917,20.79917923300551,114.42707320609546,0.006732152200031587,0.08204969347920556,0.0023017800129949105,0.04797686956226834
2008-05-13,0.1863868524772156,20.56465663552662,110.80545076877135,0.006937237167183126,0.08329007844385264,0.002416090911189373,0.049153747682037154
2008-05-14,0.1818987950170498,20.462265642077966,106.01121021050892,0.007190079497664448,0.08479433647163263,0.0026140593427183725,0.051127872464228084
2008-05-15,0.1701722808700259,21.7185631284625,108.58066655810914,0.00625326389882143,0.07907758151854058,0.002296551796303855,0.04792235174012076
2008-05-16,0.17151790806482592,21.234519511198346,104.75801475174485,0.006659070495418702,0.0816031279757014,0.0024968308164530495,0.04996829811443501
2008-05-19,0.1731943869681918,21.462154768648414,108.65095509035653,0.006404785175956013,0.08002990176150421,0.0023329992048112475,0.048301130471359026
2008-05-20,0.1798253191515367,21.05423790996432,106.31684330297142,0.006376293513936538,0.07985169700098138,0.0022614795641422427,0.04755501618275661
2008-05-21,0.18871084754317927,20.953378588644746,116.69419192665501,0.006426325195840976,0.08016436362774282,0.002135111184650017,0.04620726333218639
2008-05-22,0.1813386279729742,21.848058460477603,124.10381138872361,0.006000657102943769,0.07746390838928649,0.0019876555409632,0.044583130677008316
2008-05-23,0.19337574053209647,20.825820067604205,119.23986268178616,0.0063999962621188785,0.07999997663823957,0.0020665504313749894,0.04545932722087943
2008-05-27,0.19519670254443625,20.702808762904112,120.67776848790241,0.0065380390411798,0.08085814146503616,0.0020996710821299083,0.045822168020837994
2008-05-28,0.1901958760442633,21.30722116529713,123.64263770090064,0.006102227540561931,0.07811675582461122,0.0019509716827021272,0.04416980510147319
2008-05-29,0.18129954259611833,22.1988927742815,128.53468289580343,0.0057050968476842585,0.07553209150873726,0.001844012289577793,0.042941964202604814
2008-05-30,0.17937531444116595,22.143500877126503,127.92257261770197,0.005905089896202885,0.07684458273816629,0.0019483079131908088,0.044139641063230324
2008-06-02,0.20083056712947522,19.515642226587712,110.11992962236096,0.007663614248376737,0.08754207130504016,0.0025809492527497147,0.05080304373509244
2008-06-03,0.205685848144075,18.888014652040763,105.18705613246891,0.008241483693288896,0.0907826177926639,0.002812906180471515,0.05303683795694757
2008-06-04,0.2120437577176364,18.009086230385076,97.36600222551975,0.00915332638180689,0.09567301804483273,0.0032056045407124565,0.0566180584329104
2008-06-05,0.19085937882867546,20.329247952763314,113.26807919482772,0.0071388535743838605,0.08449173672249767,0.002441280275317216,0.0494093136495258
2008-06-06,0.23894178195569954,15.834731058195914,86.2248767425311,0.012173747916470615,0.11033470857563642,0.004321856141379936,0.06574082553010675
2008-06-09,0.2345372247224366,16.140138753851012,86.93765632397955,0.011577891439538078,0.10760061077678917,0.004107319032656672,0.06408836893428224
2008-06-10,0.23236499807665484,16.4261441901526,90.98048416786732,0.011283985994790118,0.10622610787744281,0.003954629064003811,0.06288584152258608
2008-06-11,0.24077018885269524,16.232271269377524,92.49273396815045,0.011260555575739352,0.1061157649726908,0.0038087365156907714,0.0617149618463041
2008-06-12,0.2346745684951868,16.60956460959781,92.58796269823519,0.010586744357256875,0.10289190617952841,0.00359535795637932,0.05996130382487792
2008-06-13,0.21323903147854464,18.42645322570941,103.84968722378446,0.008535465072913402,0.09238758072876138,0.0028635061231022728,0.05351173818053636
2008-06-16,0.21143594398684384,18.579889777460735,104.11771136087488,0.008351136735907832,0.09138455414296133,0.002802521214663324,0.05293884410018152
2008-06-17,0.2131359193522901,18.662061161476277,107.59875756750344,0.008269814879132456,0.0909385225255637,0.002722606895651274,0.052178605727359884
2008-06-18,0.22390267942699146,17.870024024975063,102.69366494349772,0.00886272371764849,0.09414204011836842,0.0028910552681713263,0.05376853418284086
2008-06-19,0.2163722430321037,18.111314845946787,101.868226158457,0.008872542788287972,0.09419417597860269,0.0029887337862008322,0.054669313021116626
2008-06-20,0.23140851745436822,17.46925877831186,102.99652073589792,0.00927971956245171,0.09633130105241863,0.0029785040729069833,0.05457567290384044
2008-06-23,0.22662230403727093,17.866166460120553,104.74525762741081,0.008788368741510625,0.09374629988170533,0.002813812097399095,0.05304537771944974
2008-06-24,0.22550334192301075,18.22716081037838,109.69358162397435,0.008349617831688859,0.09137624325659738,0.0026098030311583775,0.05108623132663416
2008-06-25,0.21243740489848895,19.58010187938486,119.79143669806375,0.0071372094187879724,0.08448200647941533,0.002188143073063445,0.04677759156971899
2008-06-26,0.24233735153757954,17.497658667046743,110.4610724771457,0.008773823382197237,0.09366868944421737,0.0026058012201129657,0.05104704908330124
2008-06-27,0.23863582908733225,17.461833408210605,106.47931640180111,0.00890328965218314,0.094357244831455,0.00272159326300479,0.05216889171723691
2008-06-30,0.24305539793388098,16.367833450334235,96.08048951513975,0.010940498760321304,0.10459683915071863,0.0036008227937540283,0.0600068562228853
2008-07-01,0.2402046287046224,16.457202442652587,95.35284988095883,0.010844521869599043,0.10413703409257939,0.003604485139690162,0.06003736452985059
2008-07-02,0.26120273527005833,15.324472075332181,91.05592175517262,0.012448559774235488,0.11157311402948063,0.0040581563677150306,0.06370366055192614
2008-07-03,0.25260114935573547,15.674998876717115,89.78776568529291,0.011772414617347892,0.10850075860263785,0.0039031030034543004,0.062474818954954166
2008-07-07,0.25993156516956756,15.385355082760846,91.60638571890321,0.012403022900940098,0.11136885965538167,0.004049087221728425,0.06363243843927738
2008-07-08,0.23353083801308844,16.766933596325323,94.37197519924125,0.010379305661622007,0.10187887740656552,0.0035006352073300123,0.05916616606921571
2008-07-09,0.25525730440248723,16.06423723807032,97.58168746481546,0.010914897188549252,0.10447438532266774,0.0034247136839384937,0.058521053339276916
2008-07-10,0.2592011555328967,15.80553890553039,94.79593973111906,0.011157659187812266,0.1056298214890675,0.0035059637925449675,0.05921117962467027
2008-07-11,0.2762790745961738,15.156471994582294,94.87336721737402,0.01198002027981113,0.10945327898154139,0.0036328708920064495,0.06027330165177987
2008-07-14,0.28800461516261855,13.96827732829837,82.90573003171849,0.014785784755086153,0.12159681227353845,0.004782305242670874,0.06915421348458006
2008-07-15,0.2875281256892237,14.016856704896512,83.78009719604893,0.014721669797801689,0.12133288836008846,0.004747976091224357,0.06890555921857362
2008-07-16,0.25254856317674584,15.757174357919844,91.41255321670621,0.011658508698041926,0.10797457431285351,0.003835400910018055,0.06193061367383707
2008-07-17,0.24973532641545354,15.419596392584364,85.36047241906728,0.012544307862668998,0.11200137437848251,0.004338761935876963,0.06586927915103491
2008-07-18,0.2448070927639926,15.813138148511126,88.52915412548288,0.011917959760269424,0.10916940853677565,0.004089657308320955,0.06395042852335671
2008-07-21,0.23532903016401363,16.63473099858149,93.39391402233235,0.01052462095993426,0.10258957529853734,0.0035509741552400575,0.05959005080749686
2008-07-22,0.21019300704122618,18.82841785757057,106.01635859473464,0.00802976433842798,0.08960895233417239,0.002664235526944514,0.05161623317275791
2008-07-23,0.2155065909201821,18.53929446267685,107.38643245173144,0.008328916613929293,0.09126289834280574,0.002723093015437524,0.05218326374842344
2008-07-24,0.23702856239163014,17.37559339678563,103.90038346015315,0.009083616933793136,0.09530801085844325,0.002830082819769874,0.05319852272168724
2008-07-25,0.22783281153709636,18.168561471657146,112.28415399695727,0.008477539670265195,0.09207355575986623,0.002619705738414521,0.051183061049672685
2008-07-28,0.24504070364934707,17.283037764630425,110.64754481353042,0.009150028462174381,0.09565578112259802,0.0027231960271101295,0.05218425075738972
2008-07-29,0.2211208750574985,19.0022142164801,121.07691411413563,0.007689736967763349,0.08769114532131136,0.0023187321959639686,0.04815321584239176
2008-07-30,0.2128730728788115,19.72038924251863,125.43239723661628,0.007144235233192758,0.08452357797202363,0.0021575040614104594,0.04644894036908118
2008-07-31,0.22604867765529876,18.483444583159372,115.7126491345236,0.008102398018062703,0.09001332133669274,0.0024659593696876583,0.049658426975566376
2008-08-01,0.22930310777203258,18.58559832657587,121.20955085739251,0.007928060693056176,0.08903965797921831,0.002334854004385281,0.04832032703102578
2008-08-04,0.2352600205826166,18.23045674100821,120.2255405990991,0.008192842692967058,0.09051432313709835,0.002387145060936829,0.048858418526768026
2008-08-05,0.2117563170428115,19.796026183354403,127.10897006118088,0.007183592424068469,0.08475607603038539,0.002174517816448937,0.046631725428606406
2008-08-06,0.20296793905106184,20.741449107355372,131.04517431016876,0.006368052639415442,0.07980007919429305,0.0019141181966696693,0.04375063652873715
2008-08-07,0.2139414446947367,19.97433822133289,128.03061513145553,0.006697734946698983,0.08183969053398836,0.0019635201914681667,0.044311625917677254
2008-08-08,0.2067039158613304,20.246727375972014,128.40736784448222,0.006811740407661821,0.0825332684901175,0.002067519342251404,0.04546998287058622
2008-08-11,0.2079934862640319,20.28786190762049,128.85430316042672,0.006650282609727906,0.08154926492450994,0.00199118695356921,0.04462271790880974
2008-08-12,0.21723060123529944,19.501145417361776,122.03120919534292,0.007019554899587613,0.08378278402862734,0.002088148036204933,0.04569625844864033
2008-08-13,0.22020722256517494,19.077004654100048,118.69122550371702,0.007454004767858789,0.08633657838864585,0.002248438918883055,0.047417706807510784
2008-08-14,0.20848717030984423,19.862969082731606,119.8675982109389,0.006918451332632338,0.0831772284500532,0.0021364279333292197,0.04622150942287821
2008-08-15,0.20245432529776164,20.17421486284093,119.18895115001123,0.006797552306134896,0.0824472698525239,0.002146379110230861,0.04632903096580869
2008-08-18,0.21347944074763833,19.568017313214696,115.23992344311934,0.006803848377408312,0.08248544342736064,0.0020713885286989973,0.04551250958471745
2008-08-19,0.21635176681622112,19.660166739572247,121.55409620884745,0.0067512271901219245,0.08216585172759985,0.0019947209575907625,0.04466229906297662
2008-08-20,0.20613084458568207,20.678975725967675,130.07792829393574,0.006173765792124284,0.07857331475841071,0.0018176042737167025,0.04263337042407863
2008-08-21,0.19684927269026706,21.778842470452627,140.07284546917728,0.00560470126687445,0.0748645528062143,0.0016341653116866911,0.040424810595557414
2008-08-22,0.18775783410692262,22.566475110543152,140.6217924382004,0.005217578333170845,0.07223280648826297,0.0015516228414119233,0.039390644084756
2008-08-25,0.20910814269917025,20.829761265541602,133.54322087422963,0.005851873568209396,0.07649753962193422,0.0016607164926954754,0.04075188943712273
2008-08-26,0.20362540633697718,21.48925013512753,142.27040266252683,0.005606702442099925,0.07487791691880807,0.001578562564104352,0.039731128402102446
2008-08-27,0.197076015249157,21.969629912918183,143.72170342677828,0.005455568386766592,0.07386181954681723,0.0015642151124103916,0.03955015944860895
2008-08-28,0.19538112588262474,21.756999675790162,139.0440398649214,0.00570730699701555,0.0755467206238335,0.0016880143298292933,0.04108545155927209
2008-08-29,0.20774653682449826,20.867485723752605,134.57101281005316,0.005940799970668066,0.07707658509993853,0.0016996726411109364,0.04122708625540903
2008-09-02,0.22201058329661316,19.416180267160133,126.44804097667993,0.007036897420271076,0.08388621710549997,0.0020328671546457483,0.0450873280938863
2008-09-03,0.21755010139477693,20.048579456663994,130.61804720911226,0.006395484244933916,0.07997177155055349,0.001810765484979554,0.04255309019307004
2008-09-04,0.2402379326766327,18.203284008517624,120.32307369968765,0.007814035494270252,0.08839703328885111,0.0022023301554233384,0.046928990564717436
2008-09-05,0.23144365938730194,18.95756272229204,124.96754150388219,0.00711990790948172,0.08437954674849658,0.0019952364835971693,0.04466807006797103
2008-09-08,0.22863701901067854,19.319222067578462,128.83344967587698,0.006808121106283017,0.0825113392588135,0.0018857470805087632,0.04342518947003874
2008-09-09,0.2552629754974445,17.289425204823015,116.59745004219803,0.008616643208487122,0.09282587574856012,0.0023902138804228804,0.04888981366729557
2008-09-10,0.2457465840494258,17.943213112031785,121.41268931147786,0.008046589695655328,0.08970278532830142,0.002235500873134617,0.04728108367132269
2008-09-11,0.24515583222819176,17.637614430473274,111.521921749736,0.00821067736825964,0.09061278810554081,0.0023594804775977033,0.0485744838119532
2008-09-12,0.2577470471049937,16.905420910586933,109.67593189720093,0.008980707136746171,0.09476659293625667,0.0025469951349792585,0.05046776332451497
2008-09-15,0.3098336241310625,14.215592454913326,89.13663864232296,0.011917383377763447,0.10916676865128622,0.003317457437466313,0.0575973735292358
2008-09-16,0.30452437265614174,14.053095924623182,90.77319428897188,0.013583367815028759,0.11654770617660717,0.003972451936719254,0.06302739036894399
2008-09-17,0.3657778417460237,11.158855409547334,67.86523273118677,0.022909055269352437,0.15135737599916443,0.0072413492623542046,0.08509611778661941
2008-09-18,0.3386935464819142,11.309688218800009,66.29318308996885,0.024988408378422818,0.15807722283245876,0.008711250683898377,0.09333408104169869
2008-09-19,0.3231654342401666,11.774438306260983,67.70881095952161,0.022959197097706892,0.15152292598054887,0.00808317680437343,0.08990648922282211
2008-09-22,0.35648077252186516,11.16820231963725,66.24664060202612,0.023703729436959985,0.15396015535507876,0.007792552581510757,0.08827543588966727
2008-09-23,0.3708159404155859,11.111531072352928,69.72880186360192,0.023284550040021973,0.1525927588059865,0.007249333148612761,0.08514301585340257
2008-09-24,0.36833576567572707,11.397946782603151,69.73438736726638,0.020566994520264312,0.1434119748147424,0.0062102644084098746,0.0788052308442141
2008-09-25,0.34451539306979095,12.094035766652484,72.64034597180732,0.018286713596665116,0.13522837570815202,0.005590916748523087,0.0747724330787964
2008-09-26,0.3663145236529872,11.32030553080232,70.12198945454537,0.02178835338575301,0.1476087849206578,0.006713456382020621,0.08193568442394694
2008-09-29,0.4543332915895774,9.029792089791831,48.58961199396766,0.030563739810750088,0.17482488327108955,0.009582240566696376,0.09788891952972194
2008-09-30,0.37314935731708815,10.953161359580292,67.04467767670953,0.023851182969739516,0.15443828207325902,0.007522913768319297,0.08673473219143123
2008-10-01,0.3777153384845071,10.909251801187835,69.0496473881338,0.024360444960006705,0.15607832956565976,0.007583528640776406,0.08708345790548516
2008-10-02,0.4300745886076756,9.445104961774893,59.075934834112445,0.0332792069418473,0.18242589438412327,0.010600143372535715,0.10295699768610056
2008-10-03,0.4282327819430103,9.225015321037983,54.26947363053447,0.035098365924071694,0.18734557887516773,0.011677963925489178,0.10806462846597484
2008-10-06,0.46878714521465215,8.543453833649554,51.141753834367115,0.040294781785985556,0.2007356016903468,0.013124230186023938,0.1145610325809956
2008-10-07,0.515734354303401,8.029754397118825,52.78297802641273,0.04611205305572859,0.21473717203998144,0.014239212768570991,0.11932817256863942
2008-10-08,0.5545861044181815,7.379271588074102,48.99838105895552,0.056821107416103536,0.2383717840183765,0.0178849653772668,0.13373468277625966
2008-10-09,0.6231277950223935,6.504347286949655,41.0493354405585,0.07119761186128161,0.2668288062808842,0.022758521774877326,0.1508592780536793
2008-10-10,0.6840175563673248,5.889062215675764,37.98353099988271,0.09010632698319947,0.30017715932961897,0.029083688512383646,0.1705394045737924
2008-10-13,0.5270305133923947,7.510345700795476,45.46457633551344,0.054239263113626604,0.23289324402744405,0.017992248267805554,0.13413518653882564
2008-10-14,0.5343888954157541,7.408391961587144,45.75079173704271,0.05683864184903751,0.23840856077128922,0.018848772000107376,0.13729082999278347
2008-10-15,0.6510848876161214,5.710701621455413,33.15059350235521,0.10367031024454006,0.3219787419140277,0.03774784508524555,0.19428804668647412
2008-10-16,0.6575335308188791,5.455721651119483,30.389713555405766,0.11753662919163475,0.3428361550239921,0.04500873933483768,0.21215263216570676
2008-10-17,0.6792314987762159,5.225422688384119,28.465107528715624,0.128047073693726,0.3578366578394757,0.04975461302544226,0.22305742091542766
2008-10-20,0.5293874212674333,6.576452709525535,32.501340416487785,0.07620701558325418,0.27605618193268955,0.03038952737157667,0.17432592283299886
